Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,valence,arousal
591,And youre my big brother!,Dina,joy,positive,54,9,8,10,"00:20:09,750","00:20:11,250",1,1
594,I was scared of telling you.,Dina,fear,negative,54,12,8,10,"0:20:17,174","0:20:20,476",0,1
595,"Well Id be scared of them, but all right.",Joey,fear,negative,54,13,8,10,"00:20:21,261","00:20:24,138",0,1
596,"Joey, I cant stand the thought of having this baby with you mad at me.",Dina,sadness,negative,54,14,8,10,"00:20:24,306","00:20:28,809",0,0
597,I want him to have his uncle.,Dina,sadness,negative,54,15,8,10,"00:20:28,977","00:20:31,938",0,0
598,Is my baby gonna have his Uncle Joey?,Dina,sadness,negative,54,16,8,10,"00:20:32,105","00:20:34,523",0,0
599,Of course hes gonna have his Uncle Joey!,Joey,joy,positive,54,17,8,10,"00:20:36,860","00:20:40,655",1,1
600,"Were gonna be all right. I mean, even if were not married this baby is gonna be so loved. Not just by us.",Dina,joy,positive,54,18,8,10,"00:20:41,281","00:20:56,712",1,1
601,Thats right! By his uncle too!,Joey,joy,positive,54,19,8,10,"0:20:51,083","0:20:52,460",1,1
602,And by you.,Bobby,joy,positive,54,20,8,10,"0:20:52,460","0:20:56,763",1,1
604,Come here!,Joey,joy,positive,54,22,8,10,"0:21:03,179","0:21:04,950",1,1
605,No! Seriously! Whats wrong with you?!,Rachel,anger,negative,54,23,8,10,"00:21:12,396","00:21:15,106",0,1
606,I had a really nice time tonight.,Danny,joy,positive,55,0,5,10,"00:10:50,608","00:10:53,443",1,1
607,So did I. I'm really glad Monica asked us out.,Rachel,joy,positive,55,1,5,10,"00:10:53,611","00:10:56,738",1,1
611,Hi!,Rachel,joy,positive,55,5,5,10,"00:11:26,727","00:11:28,061",1,1
614,You are so bad!,Krista,joy,positive,55,8,5,10,"0:11:32,441","0:11:34,331",1,1
615,You are!,Danny,joy,positive,55,9,5,10,"0:11:34,443","0:11:35,194",1,1
616,You are!,Krista,joy,positive,55,10,5,10,"0:11:35,194","0:11:35,754",1,1
617,You are!,Danny,joy,positive,55,11,5,10,"0:11:35,861","0:11:36,373",1,1
618,You are!,Krista,joy,positive,55,12,5,10,"0:11:36,373","0:11:37,005",1,1
619,You are!,Danny,joy,positive,55,13,5,10,"0:11:37,005","0:11:37,527",1,1
620,You are!,Krista,joy,positive,55,14,5,10,"0:11:37,527","0:11:38,371",1,1
621,You are so dead! I'm gonna get you.,Danny,joy,positive,55,15,5,10,"00:11:38,406","00:11:39,989",1,1
629,"Oh! Some guy. Some guy. 'Hey Jill, I saw you with some guy last night. Yes, he was",Chandler,joy,positive,56,6,1,7,"00:02:57,969","00:03:08,103",1,1
632,"Og-ee-op, Im not asking for me, Im I mean No, Im-Im not gay, Im not asking you out.",Chandler,fear,negative,57,2,4,10,"00:05:21,362","00:05:28,869",0,1
633,Im not-Im not-Im not gay!,Chandler,fear,negative,57,3,4,10,"00:05:27,201","00:05:33,040",0,1
638,"Umm, excuse me, we switched apartments. You cant eat are food anymore, that-that gravy train had ended.",Monica,anger,negative,58,4,4,13,"00:02:45,248","00:02:51,044",0,1
645,Great job team!,Doug,joy,positive,59,1,3,24,"0:21:04,429","0:21:05,361",1,1
647,Phil!,Doug,joy,positive,59,3,3,24,"0:21:07,349","0:21:07,901",1,1
648,Nice job.,Doug,joy,positive,59,4,3,24,"0:21:07,901","0:21:08,653",1,1
649,Stevens!,Doug,joy,positive,59,5,3,24,"0:21:08,653","0:21:09,780",1,1
650,Way to go!,Doug,joy,positive,59,6,3,24,"0:21:09,780","0:21:10,558",1,1
651,"Joel-burg, you maniac!",Doug,joy,positive,59,7,3,24,"00:21:10,644","00:21:12,853",1,1
652,I love ya!,Doug,joy,positive,59,8,3,24,"00:21:13,105","00:21:14,689",1,1
653,Bing!,Doug,joy,positive,59,9,3,24,"00:21:17,109","00:21:20,695",1,1
657,"Of course, you did.",Doug,joy,positive,61,1,3,24,"0:21:26,493","0:21:27,295",1,1
658,Forgot something else too ya bastard!,Doug,joy,positive,61,2,3,24,"0:21:27,295","0:21:28,713",1,1
661,"No. No, not at all, thats-thats ridiculous.",Chandler,sadness,negative,61,5,3,24,"00:21:38,880","00:21:41,465",0,0
662,"Everybody else got one, and you want one too. Dont you?",Doug,joy,positive,61,6,3,24,"00:21:41,675","00:21:44,885",1,1
663,"Ye-ye-yeah, yes I do!",Chandler,sadness,negative,61,7,3,24,"00:21:48,223","00:21:49,557",0,0
664,"Now get on out of here, you!",Doug,joy,positive,61,8,3,24,"00:21:49,850","00:21:51,976",1,1
666,Hey! Hows my pal Toby doing today?,Bob,joy,positive,62,1,8,5,"00:07:23,484","00:07:26,736",1,1
668,Toby!,Bob,joy,positive,62,3,8,5,"00:07:29,532","00:07:32,033",1,1
670,Yeah!,Chandler,joy,positive,62,5,8,5,"0:07:36,664","0:07:37,166",1,1
677,Hey! Guess what I got for your wedding!,Ross,joy,positive,63,0,7,20,"00:09:56,137","00:09:57,846",1,1
679,"No. Rachel hooked me up with a tux! But not just any tux, Batmans tux!",Ross,joy,positive,63,2,7,20,"00:10:01,851","00:10:07,772",1,1
681,Thats right! Made expressly for Val Kilmer and worn by him in the hit filmthat Batman film he was in.,Ross,joy,positive,63,4,7,20,"00:10:08,441","00:10:17,699",1,1
682,You cant wear that! Im wearing the famous tux! James Bonds tux!,Chandler,anger,negative,63,5,7,20,"00:10:18,367","00:10:22,495",0,1
684,SoIf you wear that youll make mine less special.,Chandler,sadness,negative,63,7,7,20,"00:10:22,663","00:10:26,416",0,0
685,"Sorry, I just dont like the idea of when I say ""I do,"" hes thinking, ""Yeah, Id do her too!""",Chandler,anger,negative,64,0,7,16,"00:02:15,301","00:02:20,180",0,1
690,Oo! You should have one of us do it!,Phoebe,joy,positive,64,5,7,16,"00:02:35,864","00:02:37,781",1,1
692,No! No! Its-its uh a real thing! Anyone can get ordained on the Internet and perform like weddings and stuff!,Phoebe,joy,positive,64,7,7,16,"00:02:41,995","00:02:47,833",1,1
695,I call it!!,Joey,joy,positive,64,8,7,16,"00:02:48,084","00:02:49,085",1,1
696,What?! No! It was my idea!,Phoebe,anger,negative,64,9,7,16,"00:02:50,628","00:02:52,629",0,1
698,Does calling it not mean anything anymore?!,Joey,anger,negative,64,11,7,16,"00:02:56,301","00:02:58,468",0,1
700,"See, I see.... big passion in your future.",Ross,joy,positive,65,0,1,7,"00:08:11,240","00:08:15,702",1,1
703,"Oh Ross, you're so great. [she playfully rubs his head and gets up]",Rachel,joy,positive,65,3,1,7,"00:08:19,790","00:08:34,554",1,1
713,"Aw, honey its not your fault, y'know this is who you are, and I love you, and I want us to be friends, and if I keep living here I dont see that happening.",Phoebe,sadness,negative,66,8,3,6,"00:14:58,939","00:15:04,819",0,0
714,"I love you, too.",Monica,joy,positive,66,9,3,6,"00:15:06,947","00:15:09,324",1,1
715,"Aww, good.  What?",Phoebe,joy,positive,66,10,3,6,"00:15:06,947","00:15:13,703",1,1
716,What? Im just said.,Monica,sadness,negative,66,11,3,6,"00:15:15,497","00:15:16,998",0,0
720,I would love to live with you Ross.. thats-thats great! Thank you!,Rachel,joy,positive,67,2,6,3,"00:08:15,369","00:08:18,413",1,1
723,"Ross-Ross, you have no idea what this means to me!",Rachel,joy,positive,67,5,6,3,"00:08:30,259","00:08:32,594",1,1
724,"I mean, I mean I was gonna be homeless.",Rachel,sadness,negative,67,6,6,3,"0:08:32,762","0:08:34,389",0,0
725,You just saved me!,Rachel,joy,positive,67,7,6,3,"0:08:34,389","0:08:35,951",1,1
726,Youre my hero!,Rachel,joy,positive,67,8,6,3,"0:08:35,951","0:08:37,142",1,1
728,"Oh, I have to go tell Monica what a wonderful brother she has!",Rachel,joy,positive,67,10,6,3,"00:08:41,938","00:08:45,732",1,1
729,"Oh please!   Youre gonna say things now, arent ya?",Ross,joy,positive,67,11,6,3,"00:08:55,701","00:08:58,495",1,1
733,"She moved in with a guy who was secretly married to her and he said he didnt love her, but he really did, and it just blew up!",Phoebe,anger,negative,67,15,6,3,"00:09:06,754","00:09:12,968",0,1
744,"...Dammit, hire the girl!  Okay, everybody ready?",Director,anger,negative,68,0,1,6,"00:13:34,730","00:13:39,317",0,1
745,"Uh, listen, I just wanna thank you for this great opportunity.",Joey,joy,positive,68,1,1,6,"00:13:40,069","00:13:43,738",1,1
748,That's great.,Chandler,joy,positive,69,0,1,5,"00:10:00,223","00:10:04,270",1,1
752,"Yeah, it was really hard.",Phoebe,sadness,negative,69,4,1,5,"00:10:19,076","00:10:20,493",0,0
754,"Ok, you weren't there.",Phoebe,anger,negative,69,6,1,5,"00:10:23,539","00:10:24,831",0,1
755,"Wow! Thats ah, thats pretty nice!",Tony,joy,positive,70,0,4,2,"00:10:11,611","00:10:14,404",1,1
760,You gotta take the canoe!,Tony,anger,negative,70,5,4,2,"00:10:35,885","00:10:37,260",0,1
762,Were not throwing it away! I built that canoe!,Peter,anger,negative,70,7,4,2,"00:10:46,520","00:10:49,564",0,1
763,Good for you!!,Joey,anger,negative,70,8,4,2,"00:10:50,816","00:10:52,400",0,1
777,"With a chick-chick here, and a chick-chick there.",Chandler,joy,positive,73,1,3,21,"00:08:07,904","00:08:10,155",1,1
778,"Here a chick, there a chick, everywhere a chick-chick--chickeeeen.",Chandler,joy,positive,73,2,3,21,"00:08:10,323","00:08:13,074",1,1
788,"Okay, good, so there you go. Go with Vince.",Joey,joy,positive,74,0,3,23,"00:07:09,762","00:07:12,514",1,1
792,"Oh sure, go with the sissy.",Joey,disgust,negative,74,4,3,23,"00:07:18,187","00:07:20,981",0,1
793,Jason is not a sissy!,Phoebe,anger,negative,74,5,3,23,"00:07:22,275","00:07:24,317",0,1
794,"Oh no-no-no-no, I meant Chandler.",Joey,anger,negative,74,6,3,23,"00:07:24,485","00:07:26,695",0,1
801,It was an amazing night.,Rachel,joy,positive,76,5,8,4,"0:19:49,396","0:19:50,868",1,1
802,It was. It was an amazing night.,Ross,joy,positive,76,6,8,4,"0:19:50,868","0:19:53,621",1,1
803,You think it looked amazing?,Rachel,sadness,negative,76,7,8,4,"00:19:56,153","00:19:59,280",0,0
808,Hello baby girl.,Rachel,joy,positive,77,4,8,24,"0:10:07,053","0:10:08,096",1,1
809,"Ah-ha, nowhere to run!",Ross,joy,positive,78,0,6,17,"00:21:08,850","00:21:11,811",1,1
810,I dont like sitting up here! Im just gonna over,Rachel,anger,negative,78,1,6,17,"00:21:13,605","00:21:16,315",0,1
811,No Rachel! They got here first!,Phoebe,anger,negative,78,2,6,17,"00:21:16,483","00:21:18,150",0,1
813,DANGER,Ross,fear,negative,78,4,6,17,"0:21:29,094","0:21:29,757",0,1
816,Oh but look! Thats gonna leave a stain!,Rachel,disgust,negative,79,1,6,18,"00:16:28,570","00:16:31,072",0,1
817,Rach! Hey! Its fine! Youre at Joeys!,Joey,joy,positive,79,2,6,18,"00:16:31,240","00:16:35,284",1,1
820,Ive never lived like this before.,Rachel,disgust,negative,79,5,6,18,"0:16:43,752","0:16:45,554",0,1
824,"I don't know, but one of the extras sure did!  Hey, listen    Rach. Thanks again for coming down to watch my scenes!",Joey,joy,positive,80,1,9,19,"00:03:56,153","00:04:02,493",1,1
832,Oh my God! I love him!,Monica,joy,positive,81,3,1,7,"00:11:42,743","00:11:44,577",1,1
833,You'd better act surprised.,Joey,fear,negative,81,4,1,7,"00:11:44,829","00:11:46,287",0,1
835,My surprise party!,Monica,joy,positive,81,6,1,7,"0:11:47,381","0:11:48,773",1,1
837,Oh stop it. Joey already told me.,Monica,joy,positive,81,8,1,7,"00:11:49,041","00:11:53,086",1,1
840,This is so typical. I'm always the last one to know everything.,Phoebe,anger,negative,81,11,1,7,"00:11:59,009","00:12:02,303",0,1
842,Yuh-huh!,Phoebe,anger,negative,81,13,1,7,"0:12:04,697","0:12:05,287",0,1
843,I was the last one to know when Chandler got bitten by the peacock at the zoo.,Phoebe,anger,negative,81,14,1,7,"00:12:05,391","00:12:10,019",0,1
844,I was the last one to know when you had a crush on Joey when he was moving in.,Phoebe,anger,negative,81,15,1,7,"00:12:10,771","00:12:13,815",0,1
848,Chandler! Hes your father.  he should be at the wedding.,Monica,anger,negative,82,2,7,22,"00:03:17,155","00:03:20,032",0,1
849,I dont even know the man. Okay? Were not that close. I havent seen him in years.,Chandler,disgust,negative,82,3,7,22,"00:03:20,200","00:03:24,203",0,1
850,Well what are you gonna do when he finds out he wasnt even asked?!,Monica,sadness,negative,82,4,7,22,"00:03:24,370","00:03:26,914",0,0
853,"I hang out with you guys, and he stars in a drag show in Vegas.",Chandler,disgust,negative,82,6,7,22,"00:03:29,542","00:03:35,547",0,1
857,Nobody is gonna be staring at the bride when the father of the groom is wearing a back-less dress.,Chandler,disgust,negative,82,9,7,22,"00:03:39,260","00:03:45,724",0,1
862,Who in the hell are you?,Charlton Heston,anger,negative,83,2,4,14,"00:15:52,576","00:15:54,577",0,1
864,"No-no, Rachel, dont get it! He cant see us!",Monica,fear,negative,84,0,4,20,"00:20:58,674","00:21:01,050",0,1
865,"No, yeah! The groom cannot see the bride!",Phoebe,anger,negative,84,1,4,20,"00:21:01,218","00:21:03,761",0,1
866,Im not gonna marry Chandler!,Rachel,anger,negative,84,2,4,20,"00:21:03,929","00:21:05,888",0,1
867,Not after this!,Phoebe,anger,negative,84,3,4,20,"00:21:06,056","00:21:08,224",0,1
870,"Oh, wait, Joshua! Joshua!   Yeah, well, that oughta do it.",Rachel,sadness,negative,84,6,4,20,"00:21:22,823","00:21:33,165",0,0
886,"Oh, me too.",Rachel,joy,positive,86,10,5,18,"00:09:36,993","00:09:38,702",1,1
887,"Oh, are you sure you're ok?",Rachel,sadness,negative,87,0,1,5,"0:21:55,897","0:21:57,441",0,0
889,Does it still hurt?,Rachel,sadness,negative,87,2,1,5,"0:21:58,483","0:22:00,075",0,0
890,Yeah.,Ross,sadness,negative,87,3,1,5,"0:22:00,075","0:22:00,532",0,0
891,What a neat idea. All your clothes match. I'm gonna do this.,Phoebe,joy,positive,87,4,1,5,"00:22:03,113","00:22:06,949",1,1
894,Excellent.,Joey,joy,positive,87,7,1,5,"00:22:11,204","00:22:12,246",1,1
895,"We ripped that couple apart, and kept the pieces for ourselves.",Monica,joy,positive,87,8,1,5,"00:22:12,497","00:22:16,751",1,1
896,"What a beautiful story. Hey, I'm fine by the way.",Ross,joy,positive,87,9,1,5,"00:22:18,003","00:22:23,090",1,1
898,Good for you Pheebs!,Rachel,joy,positive,88,1,9,21,"00:20:52,793","00:20:55,878",1,1
901,This sucks! I didnt know I had to stay up all night before I went to this stupid sleep clinic! Im so tired!,Joey,anger,negative,89,0,4,20,"00:09:22,478","00:09:29,651",0,1
904,Hi!,Rachel,joy,positive,89,2,4,20,"00:09:34,448","00:09:35,824",1,1
908,"What do you mean, handling it?",Rachel,joy,positive,89,6,4,20,"0:09:46,085","0:09:47,097",1,1
909,Theres nothing to handle.,Rachel,joy,positive,89,7,4,20,"0:09:47,097","0:09:48,219",1,1
911,"Yknow, theyre not gonna get married anyway!",Rachel,anger,negative,89,9,4,20,"0:09:52,925","0:09:55,136",0,1
913,Come on!,Rachel,anger,negative,89,11,4,20,"0:09:56,679","0:09:57,472",0,1
914,They rushed into this thing so fast its ridiculous!,Rachel,disgust,negative,89,12,4,20,"0:09:57,472","0:10:00,734",0,1
918,"Im telling ya, youre gonna be dancing at my wedding before youre dancing at theres.",Rachel,joy,positive,89,16,4,20,"00:10:08,316","00:10:11,776",1,1
920,"What, did you actually thought it would make me feel better to give me stuff that I cant use for another two months?!",Phoebe,anger,negative,91,0,4,20,"00:06:56,249","00:07:02,087",0,1
921,This sucks!,Phoebe,anger,negative,92,0,4,22,"00:07:02,255","00:07:03,880",0,1
930,Ow!! Ow!!!,Monica,disgust,negative,93,6,4,1,"00:09:28,693","00:09:30,819",0,1
934,Said what? Exactly.,Rachel,fear,negative,94,2,4,9,"00:11:45,579","00:11:46,955",0,1
936,"Oh my God!! Ohh, that is it! Im leaving! You are just a horrible person!",Rachel,disgust,negative,94,4,4,9,"00:11:52,211","00:11:58,299",0,1
937,Wait-wait-wait-wait-wait-wait-wait-wait!!,Joanna,fear,negative,94,5,4,9,"00:11:54,964","00:11:58,299",0,1
938,If youre gonna get all sensitive about it!,Joanna,anger,negative,94,6,4,9,"00:11:58,467","00:12:01,386",0,1
939,I dont want to lose you.,Joanna,sadness,negative,94,7,4,9,"00:12:01,554","00:12:02,929",0,0
942,Say more things like that.,Rachel,joy,positive,94,10,4,9,"00:12:10,229","00:12:12,731",1,1
943,"You can have your own office, and a raise! Effective tomorrow.",Joanna,joy,positive,94,11,4,9,"00:12:13,524","00:12:16,526",1,1
945,Done!,Joanna,joy,positive,94,13,4,9,"0:12:18,779","0:12:19,983",1,1
947,"Sophie, get in here!",Joanna,joy,positive,94,15,4,9,"0:12:21,491","0:12:23,063",1,1
948,Monica? You gonna be very proud of me. I just got us dates with two unbelievably cute nurses.,Rachel,joy,positive,95,0,5,3,"00:04:00,782","00:04:04,409",1,1
952,"Anyway, they want to take us out Saturday night! What do you say?",Rachel,joy,positive,95,4,5,3,"00:04:12,001","00:04:15,671",1,1
953,Umm.  Umm. Umm. I don't think so.,Monica,joy,positive,95,5,5,3,"0:04:21,386","0:04:22,304",1,1
956,You-you're the one who's been telling me to get over Ross and move on.,Rachel,anger,negative,95,8,5,3,"00:04:25,348","00:04:29,059",0,1
974,That almost hit me in the face.,Rachel,anger,negative,97,3,3,9,"00:04:31,104","00:04:33,772",0,1
977,Hey!,Chandler,joy,positive,99,0,7,19,"0:05:24,907","0:05:25,575",1,1
978,Hey!,Monica,joy,positive,99,1,7,19,"0:05:25,575","0:05:26,813",1,1
979,Yknow Im-Im really glad we decided not to sleep together before the wedding.,Chandler,joy,positive,99,2,7,19,"00:05:26,909","00:05:30,495",1,1
980,"Oh boy, me too!",Monica,joy,positive,99,3,7,19,"00:05:30,705","00:05:32,998",1,1
982,Yeah?,Monica,fear,negative,99,5,7,19,"00:05:38,379","00:05:39,522",0,1
984,"The wedding is off, sloppy and immature!",Monica,anger,negative,99,7,7,19,"00:05:46,304","00:05:48,972",0,1
985,Thats me! Come on!,Chandler,joy,positive,99,8,7,19,"00:05:49,140","00:05:50,474",1,1
988,Shrill?! The wedding is back on!,Monica,anger,negative,99,11,7,19,"00:05:57,440","00:05:59,900",0,1
990,Hi! Nice to meet you!,Chandler,joy,positive,99,13,7,19,"0:06:06,074","0:06:07,506",1,1
994,Chandler!,Monica,anger,negative,99,17,7,19,"0:06:29,847","0:06:30,682",0,1
1001,Just slice that baby right off!,Ross,fear,negative,100,3,3,23,"0:05:37,212","0:05:39,696",0,1
1011,"Umm, this is great wine.",Kristen,joy,positive,103,0,8,4,"00:09:13,386","00:09:16,805",1,1
1014,"Uh-hmmWait! It gets better. Um, yeah I was in Barcelona.",Ross,joy,positive,103,3,8,4,"00:09:40,204","00:09:42,706",1,1
1017,I love hiking!,Kristen,joy,positive,103,6,8,4,"0:09:52,634","0:09:52,774",1,1
1018,Oh thats great! I was hiking along the foothills of Mount Tibidaybo,Ross,joy,positive,103,7,8,4,"00:09:52,925","00:10:01,308",1,1
1021,Oh we-we didnt.,Rachel,joy,positive,104,1,8,23,"00:21:15,011","00:21:16,596",1,1
1022,No-no. We,Ross,fear,negative,105,0,6,23,"00:21:15,011","00:21:16,596",0,1
1029,"Uh-oh, I feel another one coming.",Janice,fear,negative,106,5,8,23,"00:21:41,455","00:21:43,707",0,1
1036,"You can come in, but your filter-tipped little buddy has to stay outside!",Joey,joy,positive,107,5,1,3,"00:07:56,058","00:08:00,270",1,1
1048,Hey! Great advice on that Joey thing!,Rachel,joy,positive,108,2,8,17,"00:11:48,916","00:11:51,876",1,1
1050,Oh it was perfect! I mean it really felt like he was my friend again.,Rachel,joy,positive,108,4,8,17,"00:11:54,547","00:11:56,798",1,1
1054,"No thanks, Mom!",Chandler,disgust,negative,109,1,4,14,"00:14:10,516","00:14:12,934",0,1
1056,"Ha-ha, its not my baby, ha-ha-ha!",Phoebe,anger,negative,109,3,4,14,"00:14:25,030","00:14:27,740",0,1
1057,"Very good,  so good.",Monica,joy,positive,109,4,4,14,"00:14:30,160","00:14:33,454",1,1
